unique_id,n_obs,estado,regimen,ganador,mase_naive,mase_seasonal_naive,mase_ganador
M943,48,ok,estacional_plano,auto_sarima,0.5191107963058817,1.3489252731086714,0.48928947620911245
M493,48,ok,no_estacional_plano,auto_sarima,0.1564626401301858,1.6025982092928293,0.19065890819246617
M1256,48,ok,no_estacional_plano,naive,,0.8993152150652686,0.6843569441472288
M75,48,ok,no_estacional_con_tendencia,linear_regression,0.28494208494208495,0.32847490347490343,0.2458200140198322
M539,48,ok,no_estacional_plano,naive,,2.5982487384980706,1.1196200653012764
M20,48,ok,no_estacional_con_tendencia,linear_regression,1.054749340369393,1.343227792436236,1.1221515641074695
M440,48,ok,no_estacional_plano,linear_regression,0.6591785045699814,0.9413610835811035,0.6502308691405652
M214,48,ok,no_estacional_con_tendencia,weighted_moving_average,0.6243654822335026,0.7655910079767948,0.7585297316896302
M1400,48,ok,no_estacional_con_tendencia,holt,0.7660131344548065,7.934730958566523,0.6086592879026426
M1378,48,ok,estacional_plano,mean,1.6059787788296587,0.8787512972022787,1.0491435161161131
M1396,48,ok,estacional_plano,auto_ets,1.9057815845824413,0.5781584582441114,0.48535614500651086
M72,48,ok,no_estacional_plano,mean,0.894526207074619,1.2332816937774336,0.8460029605062556
M276,48,ok,no_estacional_con_tendencia,ses,0.40221114917471196,0.515000519049102,0.27432168057807355
M522,48,ok,no_estacional_con_tendencia,ses,0.46621943096393564,1.172376058616424,1.3150398678508477
M609,48,ok,no_estacional_plano,weighted_moving_average,0.6052006215154009,1.5926332145142128,0.6448290832647839
M1080,48,ok,estacional_plano,auto_ets,0.5789473684210527,0.6842105263157895,0.23795885379793139
M636,48,ok,no_estacional_plano,mean,0.8029166666666667,0.9054166666666666,0.7035569265344638
M771,48,ok,no_estacional_plano,auto_sarima,0.8115849777211968,1.9414385741565883,0.5090564872197773
M1338,48,ok,estacional_plano,auto_ets,0.520745200130166,0.42914090465343313,0.35429589596201766
M1014,48,ok,no_estacional_plano,auto_arima,0.8781811790153664,3.218961931500677,1.0560236381777783
M725,48,ok,no_estacional_plano,holt,0.9699055304366467,2.0261315499088677,1.500453724883142
M666,48,ok,estacional_plano,auto_sarima,0.8426113360323888,1.3183198380566803,0.44493826279095133
M1251,48,ok,no_estacional_plano,holt,0.6357385446244641,2.30498023495351,1.3294218445139343
M615,48,ok,estacional_con_tendencia,holt,0.6506598240469208,0.6359970674486803,0.5178347413555688
M1011,48,ok,estacional_plano,holt_winters,0.7622641247230638,1.6882190875318166,0.5053909805651681
M689,48,ok,estacional_plano,auto_theta,7.45937318630296,0.9852002321532212,1.3943170760628272
M1307,48,ok,no_estacional_plano,naive,,3.3624338624338623,1.193121693121693
M1155,48,ok,no_estacional_plano,naive,,0.32326693527130324,0.13877671288407953
M680,48,ok,estacional_plano,auto_sarima,0.5285118219749653,1.7524339360222532,0.5116013951767334
M533,48,ok,no_estacional_plano,naive,,5.563080540858319,6.305467372134039
M1217,48,ok,no_estacional_plano,ses,0.6700165257333466,0.746067153042678,0.6815067853832905
M510,48,ok,estacional_plano,auto_sarima,1.705574912891986,2.0165505226480835,1.3788519836567428
M300,48,ok,no_estacional_con_tendencia,linear_regression,0.47861635220125787,0.8213836477987421,0.3382123648559333
M250,48,ok,no_estacional_con_tendencia,ses,0.9288600288600288,0.7927849927849928,0.6107977596496894
M816,48,ok,no_estacional_con_tendencia,holt,0.14763374485596706,4.165380658436214,0.11878899307842747
M369,48,ok,no_estacional_plano,linear_regression,1.1781609195402298,0.997971602434077,1.018614707255139
M880,48,ok,no_estacional_plano,naive,,3.2119225967540572,0.7805867665418227
M74,48,ok,no_estacional_con_tendencia,linear_regression,1.0935804701627487,0.8201853526220615,0.5969514626628978
M224,48,ok,no_estacional_con_tendencia,holt,1.2337962962962963,1.2337962962962963,0.6228167502790721
M1015,48,ok,no_estacional_plano,auto_arima,0.5261856960904949,1.5759018198303218,0.48685335756298426
M727,48,ok,estacional_plano,seasonal_naive,0.5738786279683378,,0.2836411609498681
M1265,48,ok,no_estacional_con_tendencia,auto_arima,1.8101735236495942,9.08816120906801,1.6780236194666915
M1190,48,ok,no_estacional_con_tendencia,naive,,4.983898419018688,1.1288786174208294
M346,48,ok,estacional_plano,weighted_moving_average,0.9838709677419355,0.8774193548387097,0.7367741935483874
M681,48,ok,estacional_plano,auto_ets,0.8282582216808769,0.4445797807551766,0.17150084631466248
M128,48,ok,no_estacional_plano,moving_average,0.6417089678510998,1.031937394247039,0.5318668922729836
M238,48,ok,no_estacional_con_tendencia,holt,1.0029569892473118,0.6392473118279569,0.6555561537278735
M565,48,ok,estacional_plano,seasonal_naive,1.3974663499604119,,1.250989707046714
M490,48,ok,estacional_plano,holt,1.7798929570611846,1.058873616348376,1.5346105024141306
M829,48,ok,estacional_plano,auto_sarima,0.4824561403508772,0.37719298245614036,0.3456125265176237
M443,48,ok,no_estacional_con_tendencia,auto_arima,0.5203501094091904,0.4754923413566739,0.4443952259634232
M762,48,ok,estacional_con_tendencia,seasonal_naive,0.6578094620868438,,1.0628645495787425
M1064,48,ok,estacional_con_tendencia,auto_theta,1.9871794871794872,2.264957264957265,0.279118360810406
M476,48,ok,estacional_plano,seasonal_naive,4.249966445035092,,1.6968950197379717
M935,48,ok,estacional_con_tendencia,auto_sarima,1.1694677914687426,1.6512821382572032,0.33529725976006713
M78,48,ok,no_estacional_con_tendencia,holt,0.5438596491228069,0.7631578947368421,0.6278926082082612
M87,48,ok,no_estacional_plano,linear_regression,1.565304755525787,1.7026121902210314,0.7993037510746352
M496,48,ok,estacional_con_tendencia,auto_theta,1.0,0.6851851851851851,0.6830394230824106
M535,48,ok,no_estacional_con_tendencia,linear_regression,0.5647682119205298,0.5086534216335541,0.36140121562215544
M110,48,ok,estacional_con_tendencia,ses,0.5642633228840126,1.1755485893416928,0.5194741196273303
M1074,48,ok,estacional_con_tendencia,auto_arima,2.7941176470588234,1.2745098039215685,3.0585065185471283
M383,48,ok,estacional_con_tendencia,auto_theta,0.6194498592159411,0.571799870045484,0.4731026174326407
M258,48,ok,no_estacional_con_tendencia,linear_regression,0.5844298245614036,0.8391812865497076,0.53651301940713
M736,48,ok,no_estacional_plano,ses,0.5151377535573721,0.9744171964880411,0.5115163412634728
M1282,48,ok,no_estacional_con_tendencia,holt,0.586552217453505,1.7889842632331903,0.6202221424954552
M64,48,ok,no_estacional_plano,mean,0.6091987365435442,0.5391607039257397,0.3553073488887157
M970,48,ok,no_estacional_con_tendencia,holt,0.7609966946351385,3.7085558098143907,0.5683693316098908
M394,48,ok,estacional_con_tendencia,holt_winters,0.8856259659969089,0.6877897990726429,0.9455947579627759
M747,48,ok,estacional_plano,seasonal_naive,1.4860005894488655,,0.6147951665193044
M132,48,ok,estacional_plano,auto_arima,0.8896103896103896,1.2402597402597402,0.7476251541733588
M216,48,ok,no_estacional_plano,linear_regression,0.9046095800524934,1.1635498687664043,1.0057751272238495
M85,48,ok,no_estacional_con_tendencia,naive,,2.336182336182336,1.2589427033871479
M1395,48,ok,estacional_plano,auto_sarima,1.6880341880341878,1.7094017094017095,1.3042885570285747
M979,48,ok,no_estacional_plano,holt,0.8618618618618619,5.609344638756404,0.8529219376356607
M135,48,ok,no_estacional_con_tendencia,auto_arima,1.1430303030303028,1.2672727272727273,0.8296126313934212
M812,48,ok,no_estacional_con_tendencia,linear_regression,0.37389504307933313,3.6059080228264517,0.593541695401863
M103,48,ok,no_estacional_con_tendencia,linear_regression,1.147582697201018,1.2606022052586938,0.8276433135983399
M303,48,ok,estacional_plano,holt,0.677570093457944,0.5529595015576324,0.6646820011990647
M1417,48,ok,no_estacional_con_tendencia,naive,,5.3706955965149135,0.6399599046835363
M1039,48,ok,no_estacional_plano,auto_arima,0.7613617853070533,4.837541401965576,0.8808257620344896
M795,48,ok,estacional_plano,auto_sarima,1.669433962264151,1.1735849056603773,0.415885815727166
M1296,48,ok,no_estacional_con_tendencia,auto_arima,1.5840071877807727,6.17026055705301,1.365680186400027
M1175,48,ok,no_estacional_con_tendencia,linear_regression,0.4908566444604657,1.4017240154319615,0.3168738533504843
M1346,48,ok,estacional_plano,auto_ets,1.3001144523543124,0.6159267323734137,0.21277559895486056
M511,48,ok,estacional_con_tendencia,auto_sarima,1.1245206406496728,1.0856079404466499,0.7943189426379822
M149,48,ok,no_estacional_plano,holt,0.9474789915966386,1.5982726423902895,0.7857138442303941
M585,48,ok,no_estacional_plano,auto_arima,0.3151981076286221,4.798844561706773,0.462930339633169
M204,48,ok,no_estacional_plano,ses,1.126828038325769,1.1750714405782485,1.0252325291690294
M1046,48,ok,no_estacional_con_tendencia,naive,,4.368203157170556,1.0047690921463148
M1088,48,ok,no_estacional_con_tendencia,auto_arima,0.2642062097246632,7.1910410913047125,0.29251401790944853
M817,48,ok,no_estacional_plano,auto_arima,0.3368544600938967,1.278672032193159,0.297897874695143
M933,48,ok,estacional_con_tendencia,auto_sarima,2.006926722566533,2.5587445729625826,0.36925565007711864
M409,48,ok,no_estacional_plano,weighted_moving_average,0.6490106544901066,0.49299847792998475,0.7357534246575342
M1324,48,ok,estacional_con_tendencia,holt_winters,1.6252940144048875,1.5837546314238327,0.8744210095321793
